CAMIS,DBA,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION TYPE,INSPECTION DATE,ACTION,SCORE,GRADE,GRADE DATE,Count
50013349,SUBWAY,163,E 52ND ST,10022,Sandwiches,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,10,A,9/21/2015,2
50013373,KHUSHBOO INDIAN RESTAURANT,6,CLINTON ST,10002,Indian,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,28,,,5
50013401,SACHI ASIAN BISTRO,713,2ND AVE,10016,Asian,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,13,A,9/9/2015,3
50013447,DOMINO'S PIZZA,205,ALLEN ST,10002,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,22,Z,9/9/2015,4
50013447,DOMINO'S PIZZA,205,ALLEN ST,10002,American ,Administrative Miscellaneous / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
50013450,CAFE SAHARA,4026,10TH AVE,10034,Spanish,Cycle Inspection / Re-inspection,9/11/2015 0:00,Violations were cited in the following area(s).,19,Z,9/11/2015,4
50013454,DOMINO'S PIZZA,16A,W 8TH ST,10011,Pizza,Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,3,A,9/9/2015,1
50013680,VIVI BUBBLE TEA,607,9TH AVE,10036,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,7,A,9/2/2015,2
50013768,SUBWAY,351,W 42ND ST,10036,Sandwiches,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,11,A,10/6/2015,2
50013774,PINGS,22,MOTT ST,10013,Seafood,Cycle Inspection / Re-inspection,9/28/2015 0:00,Violations were cited in the following area(s).,18,Z,9/28/2015,5
50013780,SZECHUAN GOURMET,1395,2ND AVE,10021,Chinese,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,56,,,9
50013982,SUBWAY,220,8TH AVE,10011,American ,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,9,A,9/4/2015,3
50013998,FAIR FOLKS AND A GOAT,330,E 11TH ST,10003,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,20,,,2
50013998,FAIR FOLKS AND A GOAT,330,E 11TH ST,10003,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,20,,,1
50014069,Red Lobster #6385,261,W 125TH ST,10027,Seafood,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,10,A,9/1/2015,2
50014101,OFF BROADWAY DELI & PIZZERIA,726,8TH AVE,10036,Delicatessen,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,10,A,9/11/2015,2
50014229,AINSWORTH MIDTOWN,45,EAST   33 STREET,10016,American ,Pre-permit (Operational) / Re-inspection,10/14/2015 0:00,Violations were cited in the following area(s).,25,Z,10/14/2015,5
50014246,AMORINO,162,8TH AVE,10011,"Ice Cream, Gelato, Yogurt, Ices",Cycle Inspection / Initial Inspection,9/9/2015 0:00,Violations were cited in the following area(s).,12,A,9/9/2015,3
50014249,CHADBOURNE & PARKE EMPLOYEE CAFETERIA,1301,6TH AVE,10019,American ,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,4,A,9/2/2015,1
50014414,BURGER HEAVEN,20,E 49TH ST,10017,American ,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,10,A,9/10/2015,2
50014482,SUSHI SHOP,31,W 52ND ST,10019,Japanese,Cycle Inspection / Re-inspection,9/23/2015 0:00,Violations were cited in the following area(s).,3,A,9/23/2015,1
50014482,SUSHI SHOP,31,W 52ND ST,10019,Japanese,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,9,,,2
50014531,PINKY'S JAMAICAN AND AMERICAN RESTAURANT,219       ,WEST  145 STREET                                  ,10039,Caribbean,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,11,A,9/17/2015,2
50014563,FACEBOOK,770,BROADWAY,10003,American ,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,12,A,10/2/2015,2
50014639,SIMIT AND SMITH,1400,BROADWAY,10018,Mediterranean,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,7,A,9/17/2015,2
50014653,Le Bernardin PrivÃ©/Wine Bar,151,W 51ST ST,10019,French,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,3,A,9/10/2015,1
50014724,DO YOU LIKE COMEDY ',241,E 24TH ST,10010,American ,Smoke-Free Air Act / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,1
50014748,COCO FRESH TEA & JUICE,12,JOHN ST,10038,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,10,A,10/2/2015,3
50014748,COCO FRESH TEA & JUICE,12,JOHN ST,10038,"Juice, Smoothies, Fruit Salads",Calorie Posting / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,,,,1
50014805,ICHI 88,188,1ST AVE,10009,Japanese,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,7,A,9/30/2015,2
50014831,"OAXACA GREENWICH,LLC",48,GREENWICH AVE,10011,Mexican,Cycle Inspection / Re-inspection,10/2/2015 0:00,Violations were cited in the following area(s).,7,A,10/2/2015,1
50014831,"OAXACA GREENWICH,LLC",48,GREENWICH AVE,10011,Mexican,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,27,,,5
50014902,FORDHAM UNIVERSITY (RESIDENT DINING),150,W 62ND ST,10023,American ,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,10,A,9/17/2015,2
50014904,FORDHAM UNIVERSITY (FACULTY AND GRADUATE DINING),150,W 62ND ST,10023,American ,Cycle Inspection / Initial Inspection,9/17/2015 0:00,Violations were cited in the following area(s).,4,A,9/17/2015,2
50014982,NEW SUN CAFE,67        ,READE STREET                                                                                        ,10007,Japanese,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,18,B,9/21/2015,4
50015011,ROAST KITCHEN,27,E 13TH ST,10003,Salads,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,32,,,5
50015019,MBJ DOWNTOWN,199,CHAMBERS ST,10007,American ,Cycle Inspection / Initial Inspection,9/25/2015 0:00,Violations were cited in the following area(s).,4,A,9/25/2015,2
50015041,WHISPERS BAR AND RESTAURANT,210,W 94TH ST,10025,American ,Cycle Inspection / Re-inspection,9/11/2015 0:00,Violations were cited in the following area(s).,11,A,9/11/2015,2
50015072,CROWN FRIED CHICKEN,117,AVENUE D,10009,Chicken,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,21,Z,9/2/2015,4
50015197,EAST SEAFOOD RESTAURANT,17,DIVISION ST,10002,Chinese,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,34,,,6
50015197,EAST SEAFOOD RESTAURANT,17,DIVISION ST,10002,Chinese,Smoke-Free Air Act / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,1
50015250,PETITE BLUE DOG CAFE,119       ,WEST   56 STREET                                                                                    ,10019,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,14,,,3
50015326,ATLANTIC THEATER (van Beuren Kass Bar),336,W 20TH ST,10011,CafÃ©/Coffee/Tea,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,5,A,10/5/2015,1
50015344,ROOM SERVICE,690,9TH AVE,10036,Thai,Cycle Inspection / Re-inspection,9/23/2015 0:00,Violations were cited in the following area(s).,5,A,9/23/2015,1
50015344,ROOM SERVICE,690,9TH AVE,10036,Thai,Cycle Inspection / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,39,,,7
50015344,ROOM SERVICE,690,9TH AVE,10036,Thai,Administrative Miscellaneous / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,1
50015372,EMPELLON AL PASTOR,132,SAINT MARKS PL,10009,Tex-Mex,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,9,A,9/29/2015,2
50015400,VBAR SEAPORT,212,FRONT ST,10038,American ,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,6,A,10/14/2015,1
50015634,CARVEL ICE CREAM/DAYLIGHT DONUTS/KUNG FU TEA,9         ,BROADWAY                                                                                            ,10004,American ,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,7,A,9/2/2015,2
50015697,HALE AND HEARTY,369,LEXINGTON AVE,10017,Soups & Sandwiches,Cycle Inspection / Re-inspection,10/6/2015 0:00,Violations were cited in the following area(s).,10,A,10/6/2015,2
50015697,HALE AND HEARTY,369,LEXINGTON AVE,10017,Soups & Sandwiches,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,24,,,5
50016010,M & J Asian Restaurant,600,E 14TH ST,10009,Chinese,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,24,Z,9/29/2015,4
50016010,M & J Asian Restaurant,600,E 14TH ST,10009,Chinese,Administrative Miscellaneous / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,,,,1
50016010,M & J Asian Restaurant,600,E 14TH ST,10009,Chinese,Cycle Inspection / Reopening Inspection,9/15/2015 0:00,Establishment re-opened by DOHMH,2,P,9/15/2015,1
50016010,M & J Asian Restaurant,600,E 14TH ST,10009,Chinese,Cycle Inspection / Reopening Inspection,9/14/2015 0:00,Establishment re-closed by DOHMH,12,,,2
50016010,M & J Asian Restaurant,600,E 14TH ST,10009,Chinese,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,40,,,3
50016055,SHANGHAI CUISINE,89,BAYARD ST,10013,Chinese,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,21,Z,10/13/2015,4
50016149,SAVORY,15,W 39TH ST,10018,American ,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,26,Z,9/2/2015,3
50016216,CRUMBS BAKE SHOP,775,COLUMBUS AVE,10025,Bakery,Cycle Inspection / Re-inspection,9/14/2015 0:00,Violations were cited in the following area(s).,10,A,9/14/2015,1
50016216,CRUMBS BAKE SHOP,775,COLUMBUS AVE,10025,Bakery,Calorie Posting / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,,,,1
50016450,GREAT WALL,800,W 181ST ST,10033,Chinese,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,12,A,9/4/2015,3
50016629,EL LUCHADOR,87,SOUTH ST,10038,Spanish,Cycle Inspection / Re-inspection,10/7/2015 0:00,Violations were cited in the following area(s).,11,A,10/7/2015,3
50016677,THE GYRO SHOP,593,1ST AVE,10016,Greek,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,15,Z,10/5/2015,4
50016677,THE GYRO SHOP,593,1ST AVE,10016,Greek,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,40,,,5
50016740,Jimbo's Hamburgers,703,LENOX AVE,10039,American ,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,2,A,9/3/2015,1
50016740,Jimbo's Hamburgers,703,LENOX AVE,10039,American ,Calorie Posting / Initial Inspection,9/3/2015 0:00,Violations were cited in the following area(s).,,,,1
50016760,BUTTERCUP BAKE SHOP,973,2ND AVE,10022,Bakery,Cycle Inspection / Re-inspection,9/18/2015 0:00,Violations were cited in the following area(s).,12,A,9/18/2015,4
50016792,CAJUN SEA,32,W 33RD ST,10001,Seafood,Cycle Inspection / Initial Inspection,9/29/2015 0:00,Violations were cited in the following area(s).,7,A,9/29/2015,2
50016802,CAFFE BENE,106       ,MOTT STREET                                                                                         ,10013,Café/Coffee/Tea,Calorie Posting / Re-inspection,9/4/2015 0:00,Violations were cited in the following area(s).,,,,2
50016802,CAFFE BENE,106       ,MOTT STREET                                                                                         ,10013,Café/Coffee/Tea,Trans Fat / Re-inspection,9/4/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
50016825,THE WAYLON,736,10TH AVE,10019,Tex-Mex,Trans Fat / Re-inspection,9/17/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
50016827,CULTURE 36,247,W 36TH ST,10018,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,5,A,9/9/2015,1
50016827,CULTURE 36,247,W 36TH ST,10018,Café/Coffee/Tea,Administrative Miscellaneous / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
50016964,BON CHON,325,5TH AVE,10016,Korean,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,17,Z,10/13/2015,3
50016964,BON CHON,325,5TH AVE,10016,Korean,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,18,,,4
50016964,BON CHON,325,5TH AVE,10016,Korean,Calorie Posting / Initial Inspection,9/21/2015 0:00,No violations were recorded at the time of this inspection.,,,,1
50016972,FIKA,555       ,   6 AVENUE                                       ,10011,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,9/10/2015 0:00,Violations were cited in the following area(s).,7,A,9/10/2015,1
50016982,Bourgeois Pig,127,MACDOUGAL ST,10012,French,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,12,A,9/11/2015,3
50016995,LA PULPERIA,371,W 46TH ST,10036,Spanish,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,11,A,9/2/2015,4
50017041,JUST SALAD,151,W 34TH ST,10001,Salads,Cycle Inspection / Re-inspection,9/10/2015 0:00,Violations were cited in the following area(s).,5,A,9/10/2015,1
50017042,ISADORA'S CAFE,16,E 52ND ST,10022,American ,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,4,A,9/4/2015,2
50017071,SELENA ROSA MEXICANA,1712,2ND AVE,10128,Tex-Mex,Cycle Inspection / Re-inspection,9/22/2015 0:00,Violations were cited in the following area(s).,20,Z,9/22/2015,5
50017071,SELENA ROSA MEXICANA,1712,2ND AVE,10128,Tex-Mex,Cycle Inspection / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,42,,,9
50017071,SELENA ROSA MEXICANA,1712,2ND AVE,10128,Tex-Mex,Administrative Miscellaneous / Initial Inspection,9/2/2015 0:00,Violations were cited in the following area(s).,,,,2
50017126,Bravo Pizza,6,E 42ND ST,10017,Pizza/Italian,Cycle Inspection / Initial Inspection,9/11/2015 0:00,Violations were cited in the following area(s).,11,A,9/11/2015,2
50017219,OGAWA CAFE,36,E 4TH ST,10003,Japanese,Cycle Inspection / Re-inspection,9/3/2015 0:00,Violations were cited in the following area(s).,9,A,9/3/2015,2
50017235,EL SOMBRERO,108,STANTON ST,10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Cycle Inspection / Re-inspection,9/16/2015 0:00,Violations were cited in the following area(s).,22,Z,9/16/2015,4
50017240,124 COFFEE SHOP,53,E 124TH ST,10035,American ,Cycle Inspection / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,2,A,9/8/2015,1
50017275,SWEETGREEN NOLITA,100,KENMARE ST,10012,American ,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,12,A,9/10/2015,2
50017275,SWEETGREEN NOLITA,100,KENMARE ST,10012,American ,Smoke-Free Air Act / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,,,,1
50017293,Manousheh,193,BLEECKER ST,10012,Middle Eastern,Cycle Inspection / Initial Inspection,9/4/2015 0:00,Violations were cited in the following area(s).,11,A,9/4/2015,3
50017305,COFFEED,590,AVENUE OF THE AMERICAS,10011,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,62,,,9
50017305,COFFEED,590,AVENUE OF THE AMERICAS,10011,Café/Coffee/Tea,Trans Fat / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,,,,1
50017309,BREAD & BUTTER,419,PARK AVE S,10016,American ,Cycle Inspection / Initial Inspection,9/28/2015 0:00,Violations were cited in the following area(s).,25,,,5
50017377,QUANTUM LEAP,226,THOMPSON ST,10012,Vegetarian,Cycle Inspection / Initial Inspection,9/25/2015 0:00,Violations were cited in the following area(s).,13,A,9/25/2015,2
50017377,QUANTUM LEAP,226,THOMPSON ST,10012,Vegetarian,Administrative Miscellaneous / Initial Inspection,9/25/2015 0:00,Violations were cited in the following area(s).,,,,1
50017417,CHILL BOX,202,E 60TH ST,10022,"Ice Cream, Gelato, Yogurt, Ices",Cycle Inspection / Re-inspection,9/18/2015 0:00,Violations were cited in the following area(s).,21,Z,9/18/2015,4
50017444,MCFADDEN'S,800,2ND AVE,10017,Irish,Cycle Inspection / Re-inspection,10/6/2015 0:00,Violations were cited in the following area(s).,21,Z,10/6/2015,5
50017444,MCFADDEN'S,800,2ND AVE,10017,Irish,Cycle Inspection / Initial Inspection,9/15/2015 0:00,Violations were cited in the following area(s).,45,,,9
50017795,GO NOODLE,1069,1ST AVE,10022,Chinese,Cycle Inspection / Initial Inspection,9/23/2015 0:00,Violations were cited in the following area(s).,21,,,4
50017808,CHINA GOURMET,877,8TH AVE,10019,Chinese,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,22,Z,9/15/2015,4
50017810,TGI FRIDAYS,211,W 34TH ST,10001,American ,Cycle Inspection / Initial Inspection,10/15/2015 0:00,Violations were cited in the following area(s).,7,A,10/15/2015,2
50017819,MALAI MARKE,318,E 6TH ST,10003,Indian,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,37,,,6
50017863,PIE PIE PIZZA,1593,SAINT NICHOLAS AVE,10040,Italian,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,27,,,4
50017879,MINERVA,302-304,W 4TH ST,10014,American ,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,10,A,10/5/2015,2
50017906,HEE KOREAN BBQ GRILL,793,6TH AVE,10001,Korean,Cycle Inspection / Initial Inspection,10/14/2015 0:00,Violations were cited in the following area(s).,18,,,4
50017912,ZENG BAO LUNCH BOX,15,DIVISION ST,10002,Chinese,Cycle Inspection / Re-inspection,10/13/2015 0:00,Violations were cited in the following area(s).,19,Z,10/13/2015,4
50017912,ZENG BAO LUNCH BOX,15,DIVISION ST,10002,Chinese,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,24,,,4
50017922,SANTINA,820,WASHINGTON ST,10014,Armenian,Cycle Inspection / Re-inspection,9/8/2015 0:00,Violations were cited in the following area(s).,12,A,9/8/2015,3
50017981,PHO THANH HOAI 1,73,MULBERRY ST,10013,Vietnamese/Cambodian/Malaysia,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,11,A,10/5/2015,3
50018012,T BAAR,61,LEXINGTON AVE,10010,CafÃ©/Coffee/Tea,Cycle Inspection / Re-inspection,10/1/2015 0:00,Violations were cited in the following area(s).,4,A,10/1/2015,2
50018012,T BAAR,61,LEXINGTON AVE,10010,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,38,,,8
50018083,ISLAND SALAD,420,LENOX AVE,10037,Salads,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,25,Z,10/8/2015,5
50018083,ISLAND SALAD,420,LENOX AVE,10037,Salads,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,28,,,6
50018085,EARTH CAFE,2580,BROADWAY,10025,American ,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,36,,,7
50018098,EDEN WOK,43,E 34TH ST,10016,Chinese,Cycle Inspection / Initial Inspection,9/21/2015 0:00,Violations were cited in the following area(s).,24,,,5
50018117,NEAPOLITAN EXPRESS,40,WALL ST,10005,Pizza,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,12,A,10/5/2015,3
50018173,CHA LAIT,224,W 4TH ST,10014,Sandwiches/Salads/Mixed Buffet,Cycle Inspection / Re-inspection,10/2/2015 0:00,Violations were cited in the following area(s).,32,Z,10/2/2015,5
50018185,SUBWAY AND PIZZA CAFE,765,8TH AVE,10036,American ,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,33,,,7
50018185,SUBWAY AND PIZZA CAFE,765,8TH AVE,10036,American ,Trans Fat / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,,,,1
50018185,SUBWAY AND PIZZA CAFE,765,8TH AVE,10036,American ,Administrative Miscellaneous / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,,,,1
50018216,THAI SOUP,166,E 118TH ST,10035,Thai,Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,30,,,5
50018216,THAI SOUP,166,E 118TH ST,10035,Thai,Smoke-Free Air Act / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,,,,1
50018233,JUSTINO'S PIZZERIA,881,10TH AVE,10019,Pizza,Cycle Inspection / Re-inspection,10/8/2015 0:00,Violations were cited in the following area(s).,35,Z,10/8/2015,4
50018233,JUSTINO'S PIZZERIA,881,10TH AVE,10019,Pizza,Cycle Inspection / Initial Inspection,9/16/2015 0:00,Violations were cited in the following area(s).,38,,,7
50018286,THE MILL,75,VARICK ST,10013,Soups & Sandwiches,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,11,A,9/10/2015,3
50018300,CAFE R,116,W 32ND ST,10001,American ,Cycle Inspection / Re-inspection,10/9/2015 0:00,Violations were cited in the following area(s).,37,Z,10/9/2015,6
50018300,CAFE R,116,W 32ND ST,10001,American ,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,46,,,4
50018415,BREAD & BUTTER,14,E 44TH ST,10017,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,25,Z,9/9/2015,4
50018480,''W'' CAFE,390,5TH AVE,10018,American ,Cycle Inspection / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,18,Z,9/9/2015,4
50018480,''W'' CAFE,390,5TH AVE,10018,American ,Administrative Miscellaneous / Re-inspection,9/9/2015 0:00,Violations were cited in the following area(s).,,,,1
50018573,TURCO,604,9TH AVE,10036,Middle Eastern,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,21,,,6
50018602,LITTLE VINCENT'S PIZZA,1399,2ND AVE,10021,Pizza,Cycle Inspection / Re-inspection,9/15/2015 0:00,Violations were cited in the following area(s).,21,Z,9/15/2015,5
50018615,TRES CARNES,817,2ND AVE,10017,Mexican,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,37,,,7
50018706,DE TODO CON TODO,1329,SAINT NICHOLAS AVE,10033,Spanish,Cycle Inspection / Re-inspection,9/18/2015 0:00,Violations were cited in the following area(s).,12,A,9/18/2015,2
50018707,KABAB BITES,369,BROOME ST,10013,Indian,Cycle Inspection / Compliance Inspection,10/8/2015 0:00,Violations were cited in the following area(s).,6,,,2
50018707,KABAB BITES,369,BROOME ST,10013,Indian,Cycle Inspection / Re-inspection,9/30/2015 0:00,Violations were cited in the following area(s).,42,Z,9/30/2015,4
50018922,KOS SUSHI,208,3RD AVE,10003,Japanese,Cycle Inspection / Re-inspection,9/14/2015 0:00,Violations were cited in the following area(s).,12,A,9/14/2015,2
50018975,TRENTA TRE PIZZERIA,171,MADISON AVE,10016,Pizza/Italian,Cycle Inspection / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,12,A,10/9/2015,2
50018975,TRENTA TRE PIZZERIA,171,MADISON AVE,10016,Pizza/Italian,Trans Fat / Initial Inspection,10/9/2015 0:00,Violations were cited in the following area(s).,,,,1
50019020,AZUKI,700,8TH AVE,10001,Asian,Cycle Inspection / Re-inspection,10/5/2015 0:00,Violations were cited in the following area(s).,12,A,10/5/2015,2
50019020,AZUKI,700,8TH AVE,10001,Asian,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,17,,,3
50019052,YANKEE PIZZA RESTAURANT,181,AVENUE C,10009,Pizza,Cycle Inspection / Re-inspection,9/29/2015 0:00,Violations were cited in the following area(s).,27,Z,9/29/2015,4
50019052,YANKEE PIZZA RESTAURANT,181,AVENUE C,10009,Pizza,Cycle Inspection / Initial Inspection,9/10/2015 0:00,Violations were cited in the following area(s).,18,,,3
50019068,BAAL CAFE AND FALAFEL,71,SULLIVAN ST,10012,Mediterranean,Cycle Inspection / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,7,A,9/17/2015,2
50019124,RAMEN-YA,133,W 3RD ST,10012,Japanese,Cycle Inspection / Initial Inspection,9/30/2015 0:00,Violations were cited in the following area(s).,25,,,6
50019181,MADMAN ESPRESSO,336,W 37TH ST,10018,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,10/6/2015 0:00,Violations were cited in the following area(s).,19,,,4
50019200,HAWA SMOOTHIE,422,E 14 ST,10009,"Juice, Smoothies, Fruit Salads",Cycle Inspection / Initial Inspection,10/2/2015 0:00,Violations were cited in the following area(s).,5,A,10/2/2015,1
50019210,RISOTTERIA WEST,375,AMSTERDAM AVE,10024,Italian,Cycle Inspection / Initial Inspection,9/8/2015 0:00,Violations were cited in the following area(s).,4,A,9/8/2015,2
50019279,178 TACO HOUSE,178,CHURCH ST,10013,Tex-Mex,Cycle Inspection / Initial Inspection,9/1/2015 0:00,Violations were cited in the following area(s).,8,A,9/1/2015,2
50032639,RED SPOON,201,W 14TH ST,10011,Delicatessen,Cycle Inspection / Re-inspection,9/11/2015 0:00,Violations were cited in the following area(s).,19,Z,9/11/2015,4
50032701,KUU,20,JOHN ST,10038,Japanese,Cycle Inspection / Re-inspection,9/2/2015 0:00,Violations were cited in the following area(s).,21,Z,9/2/2015,5
50032704,BY CHLOE,185,BLEECKER ST,10012,Vegetarian,Pre-permit (Operational) / Re-inspection,9/17/2015 0:00,Violations were cited in the following area(s).,2,A,9/17/2015,2
50032723,SAM'S SPRING ROLL,23,ESSEX ST,10002,Chinese,Cycle Inspection / Initial Inspection,9/22/2015 0:00,Violations were cited in the following area(s).,12,A,9/22/2015,2
50032730,PARIS SANDWICH,217,GRAND ST,10013,Vietnamese/Cambodian/Malaysia,Cycle Inspection / Initial Inspection,10/5/2015 0:00,Violations were cited in the following area(s).,13,A,10/5/2015,3
50032771,WEST SIDE CAFE AND PIZZA,218,W 72ND ST,10023,American ,Cycle Inspection / Re-inspection,9/21/2015 0:00,Violations were cited in the following area(s).,10,A,9/21/2015,2
50032798,GONG CHA,12,W 32ND ST,10001,Café/Coffee/Tea,Cycle Inspection / Initial Inspection,9/14/2015 0:00,Violations were cited in the following area(s).,19,,,4
